source	target	source_serial	target_serial
pss_wip.d4vx_exchange2_condIV	pss_wip.s84d_L4_regime	1666048	1652318
pss_wip.d4vx_exchange2_condIV	pss_wip.scbext_lessBT	1666048	1511348
pss_wip.d4vx_exchange2_condIV	pss_wip.transC1_lessBT_transC2	1666048	1511502
pss_wip.d4vx_exchange2_condIV	pss_wip.transC2_single_principal_head	1666048	1537624
pss_wip.d4vx_ins_flat	pss_wip.scbimg_image_BT	1665764	1509572
pss_wip.d4vx_ins_flat	pss_wip.unflatBT_flat	1665764	1508022
pss_wip.d6x_Dtower_lt_Dpt	pss_wip.lessBT_Zero_left	1659504	1525974
pss_wip.d6x_Dtower_lt_Dpt	pss_wip.lessBT_Zero_right	1659504	1525926
pss_wip.d6x_exchange2_condVI	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1659634	704246
pss_wip.d6x_exchange2_condVI	pss_wip.m_7_3_Pred_Trans_descend	1659634	1511824
pss_wip.d6x_exchange2_condVI	pss_wip.m_8_4_oper1_eq_Pred	1659634	1523650
pss_wip.d6x_exchange2_condVI	pss_wip.scbext_lessBT	1659634	1511348
pss_wip.d6x_exchange2_condVI_tower	pss_wip.d6x_Dtower_lt_Dpt	1659794	1659504
pss_wip.d6x_exchange2_condVI_tower	pss_wip.d6x_exchange2_condVI	1659794	1659634
pss_wip.dax_c2L1_of_notLD	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1686616	704246
pss_wip.dax_c2L1_of_notLD	pss_wip.m_8_4_oper_props_4	1686616	1622530
pss_wip.dax_c2L1_of_notLD	pss_wip.m_8_5_scbdec_c1_shape	1686616	1619402
pss_wip.dax_c2L1_of_notLD	pss_wip.s84c1_L1_entry1_j1	1686616	1622306
pss_wip.dax_c2L1_of_notLD	pss_wip.s84c1_L1_entry1_lt	1686616	1622278
pss_wip.dax_c2L1_of_notLD	pss_wip.s84c1_e1_jm2_le_j0	1686616	1621464
pss_wip.dax_c2L1_of_notLD	pss_wip.s84c1_nextR0_j0	1686616	1621402
pss_wip.dax_c2L1_of_notLD	pss_wip.s84d_L1_data	1686616	1652898
pss_wip.dax_c2L1_of_notLD	pss_wip.s84d_c2hole_at_j1	1686616	1651922
pss_wip.dax_c2L1_of_notLD	pss_wip.s85b_condV_bridge	1686616	1648496
pss_wip.dax_c2L1_of_notLD	pss_wip.s85b_condV_setup	1686616	1648584
pss_wip.dax_nf3x_NFall_kernel_notLD	pss_wip.dax_c2L1_of_notLD	1686916	1686616
pss_wip.dax_nf3x_NFall_kernel_notLD	pss_wip.nf3x_NFall_kernel	1686916	1681824
pss_wip.dcx_Lng_funpow_IncrFirst	pss_mechanized.Lng_IncrFirst	1771130	478456
pss_wip.dcx_Lng_funpow_IncrFirst	pss_mechanized.Lng_funpow_IncrFirst	1771130	493008
pss_wip.dcx_branch_Lng	pss_mechanized.Lng_seg	1771208	478982
pss_wip.dcx_branch_Lng	pss_mechanized.idxsum_concat_P	1771208	487196
pss_wip.dcx_branchwit_of_readoff	pss_wip.dcx_shift_standard_Trans	1771238	1771178
pss_wip.dcx_devchain	pss_wip.dcx_devchain_of_branchwit	1771508	1771332
pss_wip.dcx_devchain	pss_wip.dpr_devchain_of_devpair	1771508	1769560
pss_wip.dcx_devchain	pss_wip.dpr_devpair_corner	1771508	1769256
pss_wip.dcx_devchain_of_branchwit	pss_mechanized.Lng_funpow_IncrFirst	1771332	493008
pss_wip.dcx_devchain_of_branchwit	pss_wip.dcx_branch_Lng	1771332	1771208
pss_wip.dcx_shift_standard_Trans	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1771178	704246
pss_wip.dcx_shift_standard_Trans	pss_wip.Trans_funpow_IncrFirst	1771178	1516430
pss_wip.dcx_slotNewOT	pss_wip.dcx_two_slots	1771866	1771716
pss_wip.dcx_slotTail	pss_wip.dcx_two_slots	1771804	1771716
pss_wip.dcx_two_slots	pss_wip.dcx_devchain	1771716	1771508
pss_wip.dcx_two_slots	pss_wip.dpr_two_slots_of_devchain	1771716	1769768
pss_wip.ddx_depdom_modResid	pss_wip.ddx_keystone_realign	1771960	1771916
pss_wip.ddx_depdom_modResid	pss_wip.ddx_preddom_of_predOT	1771960	1771922
pss_wip.ddx_keystone_realign	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1771916	704246
pss_wip.ddx_keystone_realign	pss_wip.m_8_2_keystone	1771916	1557830
pss_wip.ddx_lessBT_snoc	pss_wip.lessBT_Zero_left	1771890	1525974
pss_wip.ddx_slotAppg	pss_wip.ddx_depdom_modResid	1771992	1771960
pss_wip.ddx_slotAppg	pss_wip.hgx_slotAppg_modDom	1771992	1770142
pss_wip.ddx_transfer_append	pss_mechanized.lessBT_trans	1771928	531278
pss_wip.ddx_transfer_append	pss_wip.ddx_lessBT_snoc	1771928	1771890
pss_wip.ddx_transfer_append	pss_wip.lessBT_Zero_left	1771928	1525974
pss_wip.ddx_transfer_append	pss_wip.lessBT_Zero_right	1771928	1525926
pss_wip.ddx_transfer_of_append_shape	pss_wip.ddx_transfer_append	1771940	1771928
pss_wip.descP_Cons_hd_le	pss_wip.lessBT_Zero_right	1597520	1525926
pss_wip.descP_append	pss_wip.descP_Cons_hd_le	1597784	1597520
pss_wip.descP_append	pss_wip.descP_snoc	1597784	1559018
pss_wip.descP_append	pss_wip.descP_tl	1597784	1597394
pss_wip.descP_append	pss_wip.lessBT_Zero_right	1597784	1525926
pss_wip.descP_append1	pss_wip.lessBT_Zero_right	1559268	1525926
pss_wip.descP_last_le	pss_wip.lessBT_Zero_right	1566222	1525926
pss_wip.descP_replicate_general	pss_wip.lessBT_Zero_right	1526394	1525926
pss_wip.descP_snoc	pss_wip.lessBT_Zero_right	1559018	1525926
pss_wip.descP_tl	pss_wip.lessBT_Zero_right	1597394	1525926
pss_wip.descending_Br_Pred	pss_mechanized.nonmulti_Pred	1557992	488798
pss_wip.descending_Br_Pred	pss_wip.Pred_RT_PS	1557992	1507868
pss_wip.descending_Br_Pred	pss_wip.descending_col0_cong	1557992	1557974
pss_wip.descending_Br_Pred	pss_wip.wid_Br_Pred_col0_agree	1557992	1557980
pss_wip.descending_Br_Pred	pss_wip.wid_Br_Pred_lenle	1557992	1557986
pss_wip.descending_funpow_IncrFirst_rev	pss_mechanized.descendingI_cdom	1526946	500342
pss_wip.descending_funpow_IncrFirst_rev	pss_mechanized.descending_cdomD	1526946	500386
pss_wip.descending_funpow_IncrFirst_rev	pss_mechanized.entry_funpow_IncrFirst0	1526946	493348
pss_wip.descending_funpow_IncrFirst_rev	pss_mechanized.entry_funpow_IncrFirst1	1526946	493368
pss_wip.dfree_BT_multBT	pss_wip.dfree_BT_addBT	1536718	1536704
pss_wip.dgx_M0RUN_ineq_of_le0anc	pss_wip.s84c1_jm2_basic	1746274	1621332
pss_wip.dgx_M0RUN_ineq_of_le0anc	pss_wip.s84c1_jm2_univ	1746274	1621360
pss_wip.dgx_M0RUN_of_le0anc	pss_wip.c3cx_M0RUN_of_a	1746350	1739016
pss_wip.dgx_M0RUN_of_le0anc	pss_wip.dgx_M0RUN_ineq_of_le0anc	1746350	1746274
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.Joints_nth	1745960	489868
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.TrMax_Pred	1745960	535372
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.a1_FN_hasParent	1745960	541544
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.a1_FN_lt	1745960	541552
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.adm_Adm_le	1745960	481992
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.m_5_1_ancestor_tree_1	1745960	477158
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.m_6_5_Lng_Red	1745960	495636
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.m_6_6_reduced_coeff	1745960	571308
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.m_6_6_reduced_iff_cond	1745960	576644
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1745960	704246
pss_wip.dgx_regSP_diag_of_lt	pss_mechanized.trunk_entries_offset	1745960	704412
pss_wip.dgx_regSP_diag_of_lt	pss_wip.crx_trmax_run	1745960	1728448
pss_wip.dgx_regSP_diag_of_lt	pss_wip.m_7_4_Pred_Red_slice	1745960	1518116
pss_wip.dgx_regSP_diag_of_lt	pss_wip.m_8_2_standard_slice_Red_strongmono	1745960	1527016
pss_wip.dgx_regSP_diag_of_lt	pss_wip.m_8_4_oper_props_1	1745960	1621504
pss_wip.dgx_regSP_diag_of_lt	pss_wip.mcx_d_le_last_joint	1745960	1739736
pss_wip.dgx_regSP_diag_of_lt	pss_wip.s84c1_jm2_basic	1745960	1621332
pss_wip.dgx_regSP_diag_of_lt	pss_wip.s84c1_nextR0_j0	1745960	1621402
pss_wip.dgx_regSP_diag_of_lt	pss_wip.s84c2_seg_butlast	1745960	1624882
pss_wip.dgx_regSP_diag_of_lt	pss_wip.s84d_jm3_Marked	1745960	1652414
pss_wip.dgx_regSP_diag_of_lt	pss_wip.slice_Red_in_RT_PS	1745960	1516568
pss_wip.dgx_regSP_of_lt	pss_wip.dgx_regSP_diag_of_lt	1746188	1745960
pss_wip.dgx_regSP_of_lt	pss_wip.mcx_regSP_of_diag	1746188	1740778
pss_wip.dkax_DEADM_of_KER_principal	pss_wip.dkax_slice_principal_gen	1689126	1689102
pss_wip.dkax_slice_principal_gen	pss_mechanized.Lng_seg	1689102	478982
pss_wip.dkax_slice_principal_gen	pss_mechanized.m_6_5_Lng_Red	1689102	495636
pss_wip.dkax_slice_principal_gen	pss_mechanized.m_6_5_Red_preserves_monoT	1689102	541258
pss_wip.dkax_slice_principal_gen	pss_mechanized.monoT_seg_of_le0	1689102	513506
pss_wip.dkax_slice_principal_gen	pss_wip.Trans_slice_eq_Red	1689102	1516630
pss_wip.dkax_slice_principal_gen	pss_wip.e2x_Trans_principal_head	1689102	1655372
pss_wip.dkax_slice_principal_gen	pss_wip.repr_entry1_shift_gen	1689102	1521718
pss_wip.dkax_slice_principal_gen	pss_wip.slice_Red_in_RT_PS	1689102	1516568
pss_wip.dkbx_baseML_of_wrap	pss_wip.dkbx_ker_of_wrap	1688458	1688186
pss_wip.dkbx_baseML_of_wrap	pss_wip.vmlx_baseML_of_kernel	1688458	1686560
pss_wip.dkbx_deadm_of_wrap	pss_mechanized.adm_Adm_adm	1688012	481974
pss_wip.dkbx_deadm_of_wrap	pss_mechanized.adm_Adm_le	1688012	481992
pss_wip.dkbx_deadm_of_wrap	pss_mechanized.adm_Adm_max	1688012	482052
pss_wip.dkbx_ker_of_wrap	pss_wip.dkbx_deadm_of_wrap	1688186	1688012
pss_wip.dkbx_nf3x_of_wrap	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1688772	704246
pss_wip.dkbx_nf3x_of_wrap	pss_wip.dkbx_deadm_of_wrap	1688772	1688012
pss_wip.dkbx_nf3x_of_wrap	pss_wip.nf3x_NFall_kernel	1688772	1681824
pss_wip.dkbx_nf3x_of_wrap	pss_wip.s85b_condV_bridge	1688772	1648496
pss_wip.dkbx_nf3x_of_wrap_notLD	pss_wip.dax_c2L1_of_notLD	1688884	1686616
pss_wip.dkbx_nf3x_of_wrap_notLD	pss_wip.dkbx_nf3x_of_wrap	1688884	1688772
pss_wip.dkfx_baseML	pss_wip.dkfx_ker	1698596	1698442
pss_wip.dkfx_baseML	pss_wip.vmlx_baseML_of_kernel	1698596	1686560
pss_wip.dkfx_deadm	pss_mechanized.adm_Adm_adm	1698320	481974
pss_wip.dkfx_deadm	pss_mechanized.adm_Adm_le	1698320	481992
pss_wip.dkfx_deadm	pss_mechanized.adm_Adm_max	1698320	482052
pss_wip.dkfx_deadm	pss_wip.w1x_nadm_run_reach_c	1698320	1693846
pss_wip.dkfx_ker	pss_wip.dkfx_deadm	1698442	1698320
pss_wip.dkfx_nf3x	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1698880	704246
pss_wip.dkfx_nf3x	pss_wip.dkfx_deadm	1698880	1698320
pss_wip.dkfx_nf3x	pss_wip.monoT_hasParent0_last	1698880	1510832
pss_wip.dkfx_nf3x	pss_wip.nf3x_NFall	1698880	1681492
pss_wip.dkfx_nf3x	pss_wip.parent_block_le0_pred	1698880	1530732
pss_wip.dkfx_nf3x	pss_wip.s85b_condV_bridge	1698880	1648496
pss_wip.domB_Du_Dv0_NatSet	pss_wip.domB_Dw0	1540138	1539402
pss_wip.domB_Du_Dv0_NatSet	pss_wip.domB_unfold	1540138	1529186
pss_wip.domB_Du_Dv0_NatSet	pss_wip.zero_set_neq_TBv	1540138	1534190
pss_wip.domB_Du_body_NatSet	pss_wip.domB_unfold	1544830	1529186
pss_wip.domB_Du_body_NatSet	pss_wip.zero_set_neq_TBv	1544830	1534190
pss_wip.domB_Dw0	pss_wip.domB_unfold	1539402	1529186
pss_wip.domB_NatSet_iff_rnNatShape	pss_wip.NatSet_neq_TBv	1534470	1530508
pss_wip.domB_NatSet_iff_rnNatShape	pss_wip.NatSet_neq_zero	1534470	1530466
pss_wip.domB_NatSet_iff_rnNatShape	pss_wip.domB_classify_RN	1534470	1534354
pss_wip.domB_addBT_Dv0	pss_wip.domB_Dw0	1545488	1539402
pss_wip.domB_addBT_Dv0	pss_wip.domB_last_component	1545488	1530560
pss_wip.domB_classify_RN	pss_mechanized.rnsub_RightNodes_last	1534354	545920
pss_wip.domB_classify_RN	pss_mechanized.rnsub_TB_last	1534354	546522
pss_wip.domB_classify_RN	pss_mechanized.rnsub_size_arg_lt'	1534354	545670
pss_wip.domB_classify_RN	pss_wip.NatSet_neq_TBv	1534354	1530508
pss_wip.domB_classify_RN	pss_wip.NatSet_neq_zero	1534354	1530466
pss_wip.domB_classify_RN	pss_wip.TBv_enat_inj	1534354	1534150
pss_wip.domB_classify_RN	pss_wip.domB_last_component	1534354	1530560
pss_wip.domB_classify_RN	pss_wip.domB_unfold	1534354	1529186
pss_wip.domB_classify_RN	pss_wip.zero_set_neq_TBv	1534354	1534190
pss_wip.domB_endsD00	pss_wip.domB_last_component	1534894	1530560
pss_wip.domB_endsD00	pss_wip.domB_unfold	1534894	1529186
pss_wip.domB_hereditary_aux	pss_mechanized.flatinj_flatBP_cancel	1530582	549228
pss_wip.domB_hereditary_aux	pss_mechanized.m_7_flatBT_inj	1530582	549620
pss_wip.domB_hereditary_aux	pss_mechanized.rnsub_size_arg_lt'	1530582	545670
pss_wip.domB_hereditary_aux	pss_wip.domB_last_component	1530582	1530560
pss_wip.domB_hereditary_aux	pss_wip.domB_principal_NatSet	1530582	1530542
pss_wip.domB_hereditary_aux	pss_wip.scb_to_last_component	1530582	1510542
pss_wip.domB_last_component	pss_wip.domB_unfold	1530560	1529186
pss_wip.domB_principal_NatSet	pss_wip.NatSet_neq_TBv	1530542	1530508
pss_wip.domB_principal_NatSet	pss_wip.NatSet_neq_zero	1530542	1530466
pss_wip.domB_principal_NatSet	pss_wip.domB_unfold	1530542	1529186
pss_wip.domB_single_TBv_struct	pss_wip.NatSet_neq_TBv	1538906	1530508
pss_wip.domB_single_TBv_struct	pss_wip.domB_unfold	1538906	1529186
pss_wip.domB_succ_body_NatSet	pss_wip.domB_last_component	1535642	1530560
pss_wip.domB_succ_body_NatSet	pss_wip.domB_succ_inner_NatSet	1535642	1535612
pss_wip.domB_succ_inner_NatSet	pss_wip.domB_endsD00	1535612	1534894
pss_wip.domB_succ_inner_NatSet	pss_wip.domB_unfold	1535612	1529186
pss_wip.domB_succ_inner_NatSet	pss_wip.endsD00_addD00	1535612	1534886
pss_wip.domB_unfold	pss_wip.domB_dom_all	1529186	1528994
pss_wip.dpr_corner_Trans	pss_wip.Trans_two_zero	1769002	1538432
pss_wip.dpr_corner_host_ST	pss_wip.dpr_oper_d01	1768988	1768954
pss_wip.dpr_corner_host_ST	pss_wip.dpr_oper_d10	1768988	1768976
pss_wip.dpr_corner_slice	pss_wip.dpr_corner_Trans	1769046	1769002
pss_wip.dpr_corner_slice	pss_wip.dpr_corner_host_ST	1769046	1768988
pss_wip.dpr_dev_lessBT	pss_mechanized.lessBT_trans	1769478	531278
pss_wip.dpr_dev_lessBT	pss_wip.dpr_dev_ST	1769478	1769442
pss_wip.dpr_devel_of_devchain	pss_wip.dpr_dev_ST	1769710	1769442
pss_wip.dpr_devel_of_devchain	pss_wip.dpr_dev_lessBT	1769710	1769478
pss_wip.dpr_devpair_corner	pss_wip.dpr_corner_Trans	1769256	1769002
pss_wip.dpr_devpair_corner	pss_wip.dpr_corner_host_ST	1769256	1768988
pss_wip.dpr_devpair_corner	pss_wip.dpr_devpair_of_eqdep	1769256	1769102
pss_wip.dpr_oper_d01	pss_mechanized.Lng_diagSeq	1768954	492486
pss_wip.dpr_oper_d01	pss_wip.hasParent1_diagSeq_last	1768954	1527624
pss_wip.dpr_oper_d01	pss_wip.idx1_diagSeq_last	1768954	1527520
pss_wip.dpr_oper_d10	pss_wip.f7x_parent_one_zero	1768976	1620512
pss_wip.dpr_oper_d10	pss_wip.m_8_1_condI_oper_pow_j0zero	1768976	1557926
pss_wip.dpr_slotTail_modDevchain	pss_wip.dpr_devel_of_devchain	1769734	1769710
pss_wip.dpr_slotTail_modDevchain	pss_wip.spx_slotTail_modDevel	1769734	1763886
pss_wip.dpr_two_slots_corner	pss_wip.dpr_devchain_of_devpair	1769788	1769560
pss_wip.dpr_two_slots_corner	pss_wip.dpr_devpair_corner	1769788	1769256
pss_wip.dpr_two_slots_corner	pss_wip.dpr_two_slots_of_devchain	1769788	1769768
pss_wip.dpr_two_slots_of_devchain	pss_wip.dpr_devel_of_devchain	1769768	1769710
pss_wip.dpr_two_slots_of_devchain	pss_wip.snx_slotNewOT_modSlice	1769768	1759630
pss_wip.dpr_two_slots_of_devchain	pss_wip.spx_slotTail_modDevel	1769768	1763886
pss_wip.dpx_condIV_noParent_operB0	pss_mechanized.addscb_princ_isPTB	1768254	551614
pss_wip.dpx_condIV_noParent_operB0	pss_mechanized.m_7_2_add_scb_conj1	1768254	551632
pss_wip.dpx_condIV_noParent_operB0	pss_mechanized.m_7_2_add_scb_conj2	1768254	551758
pss_wip.dpx_condIV_noParent_operB0	pss_mechanized.m_7_flatBT_inj	1768254	549620
pss_wip.dpx_condIV_noParent_operB0	pss_wip.Pred_RT_PS	1768254	1507868
pss_wip.dpx_condIV_noParent_operB0	pss_wip.Trans_Mark_invariant_aux	1768254	1511226
pss_wip.dpx_condIV_noParent_operB0	pss_wip.cnv_c2_shape_condIV	1768254	1760698
pss_wip.dpx_condIV_noParent_operB0	pss_wip.dfree_BT_addBT	1768254	1536704
pss_wip.dpx_condIV_noParent_operB0	pss_wip.domB_addBT_Dv0	1768254	1545488
pss_wip.dpx_condIV_noParent_operB0	pss_wip.lessBT_addBT_self	1768254	1511288
pss_wip.dpx_condIV_noParent_operB0	pss_wip.m_8_5_scbdec_c1_shape	1768254	1619402
pss_wip.dpx_condIV_noParent_operB0	pss_wip.m_8_6_trailing_principal_peel	1768254	1545746
pss_wip.dpx_condIV_noParent_operB0	pss_wip.npx_domB_TBv_head	1768254	1760124
pss_wip.dpx_condIV_noParent_operB0	pss_wip.npx_domB_Trans_TBv	1768254	1760236
pss_wip.dpx_condIV_noParent_operB0	pss_wip.operB_TBv_body_spine	1768254	1544264
pss_wip.dpx_condIV_noParent_operB0	pss_wip.operB_dom_TBv_principal_aux	1768254	1541588
pss_wip.dpx_condIV_noParent_operB0	pss_wip.operB_dom_addBT_Dv0	1768254	1545598
pss_wip.dpx_condIV_noParent_operB0	pss_wip.s84c2_Trans_c2_decomp	1768254	1625988
pss_wip.dpx_condIV_noParent_operB0	pss_wip.scb_Dpt_lift	1768254	1510882
pss_wip.dpx_condIV_noParent_operB0	pss_wip.scbext_lessBT	1768254	1511348
pss_wip.dpx_condIV_noParent_operB0	pss_wip.scx_scb_compose	1768254	1712694
pss_wip.dpx_exchIV_noParent	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1768294	704246
pss_wip.dpx_exchIV_noParent	pss_wip.dpx_condIV_noParent_operB0	1768294	1768254
pss_wip.dpx_exchIV_noParent	pss_wip.npx_oper_noParent_Pred	1768294	1759986
pss_wip.dpx_exchIV_slot_uncond	pss_wip.cnv_condIV_exchange_final	1768340	1762186
pss_wip.dpx_exchIV_slot_uncond	pss_wip.dpx_exchIV_noParent	1768340	1768294
pss_wip.dpx_exchVI_slot_uncond	pss_wip.c613x_condVI_exch_adm	1768432	1691810
pss_wip.dpx_exchVI_slot_uncond	pss_wip.c6nx_condVI_exch_nadm_uncond	1768432	1699722
pss_wip.dpx_fseq_descend_census	pss_wip.atx_nf3x	1768500	1721768
pss_wip.dpx_fseq_descend_census	pss_wip.c2sx_exchange_ex_condII_of_tailval	1768500	1725472
pss_wip.dpx_fseq_descend_census	pss_wip.dpx_exchIV_slot_uncond	1768500	1768340
pss_wip.dpx_fseq_descend_census	pss_wip.dpx_exchVI_slot_uncond	1768500	1768432
pss_wip.dpx_fseq_descend_census	pss_wip.m_8_7_fseq_descend_dispatcher_condV	1768500	1659058
pss_wip.dpx_fseq_descend_census	pss_wip.npx_exchIII_slot_uncond	1768500	1760520
pss_wip.dpx_fseq_descend_census	pss_wip.scx_condI_exchange1	1768500	1716982
pss_wip.dvx_devel_of_parts	pss_wip.lessBT_Zero_right	1767838	1525926
pss_wip.dvx_devpair_of_multi_host	pss_wip.dvx_standard_last_component	1767880	1767804
pss_wip.dvx_multi_last_principal	pss_wip.trans_multi_split	1767812	1559366
pss_wip.dvx_slice_of_multi_host	pss_wip.dvx_standard_last_component	1767832	1767804
pss_wip.dvx_slotTail_modDevpair	pss_wip.dvx_devel_of_devpair	1768004	1767860
pss_wip.dvx_slotTail_modDevpair	pss_wip.spx_slotTail_modDevel	1768004	1763886
pss_wip.dvx_standard_component	pss_mechanized.m_6_7_ST_eq_Union_SkT	1767798	497064
pss_wip.dvx_standard_component	pss_mechanized.m_6_7_standard_P_components	1767798	498172
pss_wip.dvx_standard_last_component	pss_mechanized.P_nonempty	1767804	479566
pss_wip.dvx_standard_last_component	pss_mechanized.Pcut_le	1767804	481020
pss_wip.dvx_standard_last_component	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1767804	704246
pss_wip.dvx_standard_last_component	pss_mechanized.multiT_imp_Lng_gt1	1767804	479528
pss_wip.dvx_standard_last_component	pss_wip.dvx_standard_component	1767804	1767798
pss_wip.dvx_standard_last_component	pss_wip.trans_multiT_last_component	1767804	1507898
pss_wip.dvx_two_slots_of_devpair	pss_wip.dvx_devel_of_devpair	1768162	1767860
pss_wip.dvx_two_slots_of_devpair	pss_wip.snx_slotNewOT_modSlice	1768162	1759630
pss_wip.dvx_two_slots_of_devpair	pss_wip.spx_slotTail_modDevel	1768162	1763886
pss_wip.e1x_child_is_FN	pss_mechanized.FirstNodes_nth	1753146	489774
pss_wip.e1x_child_is_FN	pss_mechanized.branch_component_le0	1753146	490672
pss_wip.e1x_child_is_FN	pss_mechanized.m_5_1_ancestor_basic_1	1753146	477034
pss_wip.e1x_child_is_FN	pss_mechanized.nextrel0_rtrancl_mono	1753146	476900
pss_wip.e1x_condIII_exchange_full_crg_uncond	pss_wip.crg_condIII_exchange_full	1753844	1734262
pss_wip.e1x_condIII_exchange_full_crg_uncond	pss_wip.e1x_e1ge_uncond	1753844	1753438
pss_wip.e1x_condIII_exchange_full_crg_uncond	pss_wip.wgx37_m0run_of_e1ge	1753844	1751950
pss_wip.e1x_condIII_exchange_full_uncond	pss_wip.e1x_e1ge_uncond	1753636	1753438
pss_wip.e1x_condIII_exchange_full_uncond	pss_wip.wgx37_condIII_exchange_full_of_e1ge	1753636	1752084
pss_wip.e1x_condV_nextR1	pss_wip.s85b_condV_bridge	1654256	1648496
pss_wip.e1x_e1ge_uncond	pss_mechanized.m_6_6_reduced_iff_cond	1753438	576644
pss_wip.e1x_e1ge_uncond	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1753438	704246
pss_wip.e1x_e1ge_uncond	pss_wip.e1x_ineq_nonanc	1753438	1753330
pss_wip.e1x_e1ge_uncond	pss_wip.wgx37_e1ge_of_anc	1753438	1751956
pss_wip.e1x_ineq_nonanc	pss_mechanized.Lng_seg	1753330	478982
pss_wip.e1x_ineq_nonanc	pss_mechanized.P_nonempty	1753330	479566
pss_wip.e1x_ineq_nonanc	pss_mechanized.TrMax_trunk_step	1753330	490364
pss_wip.e1x_ineq_nonanc	pss_mechanized.descending_cdomD	1753330	500386
pss_wip.e1x_ineq_nonanc	pss_mechanized.entry_FirstNodes_eq_component_gen	1753330	498706
pss_wip.e1x_ineq_nonanc	pss_mechanized.entry_seg	1753330	479150
pss_wip.e1x_ineq_nonanc	pss_mechanized.idxsum_ex1_parent0_iff	1753330	488038
pss_wip.e1x_ineq_nonanc	pss_mechanized.idxsum_parent0_unique	1753330	488004
pss_wip.e1x_ineq_nonanc	pss_mechanized.m_6_6_reduced_iff_cond	1753330	576644
pss_wip.e1x_ineq_nonanc	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1753330	704246
pss_wip.e1x_ineq_nonanc	pss_mechanized.m_6_8_standard_slice_Br_descending	1753330	531020
pss_wip.e1x_ineq_nonanc	pss_mechanized.nextrel0_rtrancl_mono	1753330	476900
pss_wip.e1x_ineq_nonanc	pss_wip.c3cx_nextrel0_adj_of_le0	1753330	1738920
pss_wip.e1x_ineq_nonanc	pss_wip.e1x_child_is_FN	1753330	1753146
pss_wip.e1x_ineq_nonanc	pss_wip.s84c1_jm2_basic	1753330	1621332
pss_wip.e1x_ineq_nonanc	pss_wip.s84c1_nextR1_jm2	1753330	1621308
pss_wip.e1x_ineq_nonanc	pss_wip.wit_FirstNodes0	1753330	1557944
pss_wip.e2x_Trans_principal_head	pss_wip.Trans_PT_single	1655372	1512566
pss_wip.e2x_Trans_principal_head	pss_wip.m_7_3_Trans_leftend	1655372	1512348
pss_wip.e2x_Trans_principal_head	pss_wip.m_7_3_Trans_zeroT	1655372	1511278
pss_wip.e3x_H_TB	pss_wip.e3x_H_dfree	1656780	1656754
pss_wip.e3x_H_dfree	pss_wip.dfree_BT_addBT	1656754	1536704
pss_wip.e3x_H_flat	pss_mechanized.m_7_2_add_scb_conj2	1656854	551758
pss_wip.e3x_H_flat	pss_wip.e3x_H_TB	1656854	1656780
pss_wip.e3x_H_flat	pss_wip.s85b_crep_comm	1656854	1648258
pss_wip.e3x_H_flat	pss_wip.s85b_crep_comm_snoc	1656854	1648414
pss_wip.e3x_H_lt_top	pss_wip.lessBT_Zero_right	1656936	1525926
pss_wip.e3x_H_lt_top	pss_wip.lessBT_addBT_mono_right	1656936	1511300
pss_wip.e3x_H_lt_top	pss_wip.lessBT_addBT_self	1656936	1511288
pss_wip.e3x_exchange2_condIII	pss_mechanized.m_6_7_ST_PS_subseteq_RT_PS	1657118	704246
pss_wip.e3x_exchange2_condIII	pss_mechanized.m_7_2_add_scb_conj2	1657118	551758
pss_wip.e3x_exchange2_condIII	pss_mechanized.m_7_2_scb_unique_sb	1657118	547650
pss_wip.e3x_exchange2_condIII	pss_wip.e3x_H_flat	1657118	1656854
pss_wip.e3x_exchange2_condIII	pss_wip.e3x_H_lt_top	1657118	1656936
pss_wip.e3x_exchange2_condIII	pss_wip.isPTB_str_Dpt	1657118	1508068
pss_wip.e3x_exchange2_condIII	pss_wip.m_8_4_various_scb_IIIV_from_slice	1657118	1653600
pss_wip.e3x_exchange2_condIII	pss_wip.m_8_5_scbdec_c1_shape	1657118	1619402
pss_wip.e3x_exchange2_condIII	pss_wip.s84c1_jm2_basic	1657118	1621332
